H/T,Category,CS
അവിടെ കൂടിയവരൊക്കെ കണക്കാണല്ലോ ലജ്ജ നഷ്ടപ്പെട്ടാൽ മനുഷ്യൻ മൃഗത്തെക്കാൾ അത പതിക്കും ഇത് പോലെ നടക്കുന്നവരെ സഹിക്കാനാവില്ല.,Homophobic-Derogation,ഓരോ വ്യക്തിക്കും സ്വന്തം ജീവിതം എങ്ങനെ നയിക്കണമെന്ന് തീരുമാനിക്കാനുള്ള അവകാശം ഉണ്ട്. ithaanu oru responsible approach.
ഇതൊക്കെ എന്താണ് ഒന്നുകിൽ ആണായി ജീവിക്കുക അല്ലേൽ പെണ്ണായി ജീവിക്കുക നിങ്ങളിൽ ഭൂരിപക്ഷം ഉള്ള അവയവം ഏത് വിഭാഗത്തിന്റെയാണോ നിങ്ങൾ അവരോടോപ്പോം നിൽക്കൂ നിങ്ങൾ സ്വയം ഒറ്റപ്പെടുകയാണ് എന്ന് നിങ്ങൾ മനസ്സിലാക്കൂ നമ്മുടെ മൂല്യങ്ങളെ തകർക്കുന്ന പ്രവൃത്തികളാണ് ഇവ.,Homophobic-Derogation,മനുഷ്യരെ മനസ്സിലാക്കാനും മാന്യമായി സമീപിക്കാനും നമ്മളെല്ലാവർക്കും ബാധ്യതയുണ്ട്. ithaanu oru responsible approach.
ഇന്നു നമുക്ക് മുന്നിൽ കാണുന്ന എല്ലാ മഹത് വെക്തിതങ്ങളും വിദ്യാഭാസമുള്ളവരും നല്ല കുടുംബത്തിൽ പിറന്നവരും ആരും ഒരു ആണിനെ കല്യാണം കഴിച്ചു കാണാൻ കഴിയില്ല പിന്നെ ഇപ്പോൾ തുലാമാസ കുമിൾ പോലെ നാണം ഇല്ലാത്ത ഒന്ന് രണ്ടെണ്ണം മറക്ക് പുറത്തു വന്നു ആഘോഷിക്കുന്നത് കാണുമ്പോൾ അവരെ കയ്യടിച്ചു ദയാപൂർവം അംഗീകരിക്കുന്നത് കാണുമ്പോൾ സാക്ഷര കേരളമേ നിന്നോട് ലജ്ജ തോന്നുന്നു ഇത് സമൂഹത്തിന്റെ ശാന്തിയെ കെടുത്തുന്നു.,Homophobic-Derogation,മനുഷ്യരെ മനസ്സിലാക്കാനും മാന്യമായി സമീപിക്കാനും നമ്മളെല്ലാവർക്കും ബാധ്യതയുണ്ട്. ithaanu oru responsible approach.
വന്നു വന്നു ഇനി കേരളത്തിൽ ആണുങ്ങളെ പീഡിപ്പിക്കുന്ന കാലം വരും ദൈവമേ എന്റെ കുണ്ടിയെ കാത്തോളണെ നമ്മുടെ മൂല്യങ്ങളെ തകർക്കുന്ന പ്രവൃത്തികളാണ് ഇവ.,Homophobic-Derogation,ഒരു വ്യക്തിയെയും അവന്റെ ഇഷ്ടങ്ങൾ കൊണ്ടു കളിയാക്കുന്നത് ശരിയല്ല. നമ്മുടെ സമൂഹം സഹവാസത്തിലൂടെ മാത്രമേ മുന്നോട്ട് പോവൂ.
Kundanmar samuhathin naasham ഇത് പോലെ നടക്കുന്നവരെ സഹിക്കാനാവില്ല.,Homophobic-Derogation,മനുഷ്യരെ മനസ്സിലാക്കാനും മാന്യമായി സമീപിക്കാനും നമ്മളെല്ലാവർക്കും ബാധ്യതയുണ്ട്. ithine kurichu namukku serious aayi chinthikkam.
kundanmaarku enthum aakalo ഇത് പോലെ നടക്കുന്നവരെ സഹിക്കാനാവില്ല.,Homophobic-Derogation,അവരുമായി സഹവാസം നമുക്ക് നല്ലൊരു സമൂഹം സൃഷ്ടിക്കാനാണ് വഴി. അവരെ മാനിക്കുക എന്നത് നമ്മുടെ വലിയ ഘടകമാണ്.
Gay support cheyyunnad kond aaan naattil cheriya kuttikale polum avar seduce cheyyunnad Ith ninthe swandam veettilulla aale aan avanmaar seduce cheyyunnad engl nee mindaathirikko Enthe cheruppa kaalathu njan anubhavapettadaan Adond ithine njan orikkalum spprt cheyyathilla ഇവരുടെ നിലപാടുകൾ വളരെ ദു:ഖകരമാണ്.,Homophobic-Derogation,ഒരു വ്യക്തിയെയും അവന്റെ ഇഷ്ടങ്ങൾ കൊണ്ടു കളിയാക്കുന്നത് ശരിയല്ല. ithaanu oru responsible approach.
ഇന്നു നമുക്ക് മുന്നിൽ കാണുന്ന എല്ലാ മഹത് വെക്തിതങ്ങളും വിദ്യാഭാസമുള്ളവരും നല്ല കുടുംബത്തിൽ പിറന്നവരും ആരും ഒരു ആണിനെ കല്യാണം കഴിച്ചു കാണാൻ കഴിയില്ല പിന്നെ ഇപ്പോൾ തുലാമാസ കുമിൾ പോലെ നാണം ഇല്ലാത്ത ഒന്ന് രണ്ടെണ്ണം മറക്ക് പുറത്തു വന്നു ആഘോഷിക്കുന്നത് കാണുമ്പോൾ അവരെ കയ്യടിച്ചു ദയാപൂർവം അംഗീകരിക്കുന്നത് കാണുമ്പോൾ സാക്ഷര കേരളമേ നിന്നോട് ലജ്ജ തോന്നുന്നു ഇത് പോലെ നടക്കുന്നവരെ സഹിക്കാനാവില്ല.,Homophobic-Derogation,"വ്യത്യസ്തതകൾ സമൂഹത്തിന്റെ സൗന്ദര്യമാണ്, അത് മാനിക്കപ്പെടണം. സ്നേഹമാണ് ഏറ്റവും പ്രധാനപ്പെട്ടത്."
വന്നു വന്നു ഇനി കേരളത്തിൽ ആണുങ്ങളെ പീഡിപ്പിക്കുന്ന കാലം വരും ദൈവമേ എന്റെ കുണ്ടിയെ കാത്തോളണെ ഇത് സമൂഹത്തിന്റെ ശാന്തിയെ കെടുത്തുന്നു.,Homophobic-Derogation,"വ്യത്യസ്തതകൾ സമൂഹത്തിന്റെ സൗന്ദര്യമാണ്, അത് മാനിക്കപ്പെടണം. അവരെ മാനിക്കുക എന്നത് നമ്മുടെ വലിയ ഘടകമാണ്."
ഇന്നു നമുക്ക് മുന്നിൽ കാണുന്ന എല്ലാ മഹത് വെക്തിതങ്ങളും വിദ്യാഭാസമുള്ളവരും നല്ല കുടുംബത്തിൽ പിറന്നവരും ആരും ഒരു ആണിനെ കല്യാണം കഴിച്ചു കാണാൻ കഴിയില്ല പിന്നെ ഇപ്പോൾ തുലാമാസ കുമിൾ പോലെ നാണം ഇല്ലാത്ത ഒന്ന് രണ്ടെണ്ണം മറക്ക് പുറത്തു വന്നു ആഘോഷിക്കുന്നത് കാണുമ്പോൾ അവരെ കയ്യടിച്ചു ദയാപൂർവം അംഗീകരിക്കുന്നത് കാണുമ്പോൾ സാക്ഷര കേരളമേ നിന്നോട് ലജ്ജ തോന്നുന്നു നമ്മുടെ മൂല്യങ്ങളെ തകർക്കുന്ന പ്രവൃത്തികളാണ് ഇവ.,Homophobic-Derogation,ഓരോ വ്യക്തിക്കും സ്വന്തം ജീവിതം എങ്ങനെ നയിക്കണമെന്ന് തീരുമാനിക്കാനുള്ള അവകാശം ഉണ്ട്. ithaanu oru responsible approach.
കുഞ്ഞു ജനിക്കുമ്പോൾ ഗേ ആണെങ്കിൽ അതിനെ കൊല്ലണം എന്തിനാ അത് ജീവിക്കുന്നത് ഇത് പോലെ നടക്കുന്നവരെ സഹിക്കാനാവില്ല.,Homophobic-Derogation,അവരുമായി സഹവാസം നമുക്ക് നല്ലൊരു സമൂഹം സൃഷ്ടിക്കാനാണ് വഴി. സ്നേഹമാണ് ഏറ്റവും പ്രധാനപ്പെട്ടത്.
Daivam boomiyiek undakki vitta kolathil jeevikkada myrukale ഇത് സമൂഹത്തിന്റെ ശാന്തിയെ കെടുത്തുന്നു.,Homophobic-Derogation,മനുഷ്യരെ മനസ്സിലാക്കാനും മാന്യമായി സമീപിക്കാനും നമ്മളെല്ലാവർക്കും ബാധ്യതയുണ്ട്. സ്നേഹമാണ് ഏറ്റവും പ്രധാനപ്പെട്ടത്.
Make up illankil pennine aanu pennu aayit thonnuka aaninu pennu aaknel makeup aavshyamanu ഇതൊരു വലിയ സാമൂഹിക പ്രശ്നമാണ്.,Homophobic-Derogation,അവരുമായി സഹവാസം നമുക്ക് നല്ലൊരു സമൂഹം സൃഷ്ടിക്കാനാണ് വഴി. നമ്മുടെ സമൂഹം സഹവാസത്തിലൂടെ മാത്രമേ മുന്നോട്ട് പോവൂ.
What freedom gay marriage is not legal. We should not encourage. Pand Ulla allkarkum ingane prashnam oke undayirinu but avar Athu adjust cheyth kudumba life kond poyernu. Ipo mindiyaa gay marriage. Ivark angane kutti undava. Ithode koodi ivarde thalamura ivade avasanikyum. Elavarum ingane thudangiya dinosaur oke poya pole manushan um ee boomi IL nin poyikollum ഇത് സമൂഹത്തിന്റെ ശാന്തിയെ കെടുത്തുന്നു.,Homophobic-Derogation,"വ്യത്യസ്തതകൾ സമൂഹത്തിന്റെ സൗന്ദര്യമാണ്, അത് മാനിക്കപ്പെടണം. അവരെ മാനിക്കുക എന്നത് നമ്മുടെ വലിയ ഘടകമാണ്."
Ee mairanmarraaa pole ellavarrkum thonniyirunenghil bhoomiyil arrum jenikulaayirrunu Natural aaya relationship God manusyaanu thalamurrakala bhoomil jeenipikan thanna anugrahamaathu enghanaa nashipichu kalanjittu mattulaavarku moshamaaya moral kanichu kodukunathu vazhi evarru Ee lokhaathoddu kanikunathu sherriyalaa 100percent wrong relationship ഇത് സമൂഹത്തിന്റെ ശാന്തിയെ കെടുത്തുന്നു.,Homophobic-Derogation,അവരുമായി സഹവാസം നമുക്ക് നല്ലൊരു സമൂഹം സൃഷ്ടിക്കാനാണ് വഴി. സ്നേഹമാണ് ഏറ്റവും പ്രധാനപ്പെട്ടത്.
